#numero,fecha,importe,tercero,beneficiario,descripcion,programa
F/2017/3603 ,2017-03-03,400.0,G15341605,FUNDACION COMPAÑIA DE MARIA COLEGIO,"FRA. 554/2017. FEBREIRO PROGRAMA  DE COMEDOR COLEXIO PLURILINGÜE COMPAÑIA DE MARIA, ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3605 ,2017-03-03,3276.01,B36608172,LIMPIEZAS FARO SL,"FRA. N 170319, FEBREIRO, SERVIZO DE LIMPEZA CENTRO CIVICO DE PESCADORES E NOVOBOANDANZA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3606 ,2017-03-03,131.2,A15030661,MOTOR SIETE SA,"FRA. FT 00113, SUMINISTRO DE BATERIA Y PUTOLINE DX4 10W40 1 LITRO PARA VEHICULOS DE POLICIA LOCAL  ",132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/3607 ,2017-03-03,313.39,B97199806,EUROCEBRIAN S L,FRA 2017-FA 44 TROFEOS CAMPEONATO GALEGO DE ESGRIMA VETERANOS (05/03/2017) ,341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/3608 ,2017-03-03,89.54,B97199806,EUROCEBRIAN S L,FRA 2017-FA 45 TROFEOS PARA III MEMORIAL SANTIAGO BESCANSA-ESGRIMA. (11/03/2017) ,341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/3609 ,2017-03-03,223.85,B97199806,EUROCEBRIAN S L,FRA 2017-FA 46 TROFEOS PARA III RANKING GALLEGO MINIESGRIMA (04/03/2017) ,341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/3610 ,2017-03-03,145.44,B36062180,PAZ DISMAC SL,Fact. FP11702842 Suministro de grapas para grapadora eléctrica  ,920 - ADMINISTRACIÓN GENERAL . 
F/2017/3611 ,2017-03-03,60.5,B15697931,FONTANERIA CALGAS DE INSTALACIONES SL,Fact. Emit- 131 Reparación de una cisterna en los aseos del personal de la Casa de la Cultura ,[ANTICIPO DE CAJA]
F/2017/3612 ,2017-03-03,259.21,B15697931,FONTANERIA CALGAS DE INSTALACIONES SL,"FRA. Emit- 132, REPARACION PROVISIONAL DE TUBERIA EN PATIO INGLES DE LA ESTACION DE AUTOBUSES ",440 - ADMINISTRACIÓN GENERAL DEL TRANSPORTE. 
F/2017/3613 ,2017-03-03,30.25,B15697931,FONTANERIA CALGAS DE INSTALACIONES SL,Fact. Emit- 33 Reparación en los aseos de señoras del Forum Metropolitano ,[ANTICIPO DE CAJA]
F/2017/3614 ,2017-03-03,686.95,B15697931,FONTANERIA CALGAS DE INSTALACIONES SL,"FRA. Emit- 134, REPARACION DE TUBERIA EN PATIO INGLES DE LA ESTACION DE AUTOBUSES  ",440 - ADMINISTRACIÓN GENERAL DEL TRANSPORTE. 
F/2017/3616 ,2017-03-03,11642.47,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS SA,"FACT. 4001973702 SERVICIO DE CORREOS PARA INTERIOR, FEBRERO 2017 ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/3617 ,2017-03-03,7608.57,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS SA,FRA: 4001972703_ FEBREIRO 2017_ SERVIZO DE CORREOS PARA SERVIZOS ECONOMICOS ,931 - POLÍTICA ECONÓMICA Y FISCAL. 
F/2017/3618 ,2017-03-03,2733.04,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS SA,FRA: 4001978587_SERVIZO DE CORREOS PARA RECADACION _ FEBREIRO 2017 ,931 - POLÍTICA ECONÓMICA Y FISCAL. 
F/2017/3619 ,2017-03-04,139.54,A80298839,REPSOL COMERC P PETROL S.A,"FRA. 5731142967, GASOLINA 95 AASS EXENTO PARA EMBARCACION GRUPO RESCATE ACUATICO SEISMAR DE BOMBEROS ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/3620 ,2017-03-04,187.73,B73105082,MULTISERVICIOS TRITON SL,FRA. Nº  0 43. FEBREIRO 2017. URNAS CREMACION ,164 - CEMENTERIO Y SERVICIOS FUNERARIOS. 
F/2017/3621 ,2017-03-04,10320.77,B73105082,MULTISERVICIOS TRITON SL,FRA. Nº 0 45. FEBREIRO 2017. MANTEMENTO CREMATORIO DE FEANS ,164 - CEMENTERIO Y SERVICIOS FUNERARIOS. 
F/2017/3622 ,2017-03-04,1063.33,A80500200,GRANDES ALMACENES FNAC ESPAÑA SA,FRA. E-17-17-0000045: SUMINISTRO MATERIAL INFORMÁTICO PREMIOS CONCURSO RELATOS Y POESÍA RITA SUÁREZ AMADO. ,326 - SERVICIOS COMPLEMENTARIOS DE EDUCACIÓN 
F/2017/3623 ,2017-03-04,359.93,B82080177,RICOH ESPAÑA SLU,FRA:841316026_FEBREIRO 2017_ ARRENDAMENTO DE CATRO FOTOCOPIADORAS PARA A AREA ECONOMICA  ,931 - POLÍTICA ECONÓMICA Y FISCAL. 
F/2017/3624 ,2017-03-04,1923.9,B70203518,CREARTE SERVIZOS CULTURAIS SL,"Servizo de organización e desenvolvemento do encontro de febreiro do programa  ""DILLO TI""",924 - PARTICIPACIÓN CIUDADANA 
F/2017/3625 ,2017-03-04,1636.63,B70203518,CREARTE SERVIZOS CULTURAIS SL,"FRA. 531, VISITAS GUIADAS CASTRO ELVIÑA E MUSEO ARQUEOLÓXIGO, FEBREIRO 2017 ",336 - PROTECCIÓN Y GESTIÓN  DEL PATRIMONIO HISTÓRICO-ARTÍSTICO. 
F/2017/3626 ,2017-03-04,174906.08,A81948077,ENDESA ENERGIA SAU,"FACTURA Nº 086158240058 0423 00Z706N0003200, SUMINISTRO ENERGÍA ELÉCTRICA, LOTE 2 ALUMBRADO, FEBRERO ",165 - ALUMBRADO PÚBLICO. 
F/2017/3627 ,2017-03-04,99546.6,A81948077,ENDESA ENERGIA SAU,"FACTURA Nº 086158354965 0404 00Z706N0003206, SUMINISTRO ENERGÍA ELÉCTRICA LOTE 2, DEPENDENCIAS, FEBRERO ",165 - ALUMBRADO PÚBLICO. 
F/2017/3632 ,2017-03-06,400.34,*,[Anonimizado]*,FRA. D0253494 PUBLICACION DE ANUNCIO DE LICITACION EN DOG REF. As-9/2017 ,[ANTICIPO DE CAJA]
F/2017/3633 ,2017-03-06,411.16,*,[Anonimizado]*,FRA. D0253495 PUBLICACION DE ANUNCIO DE LICITACIÓN EN DOG REF. As-2/2017 ,[ANTICIPO DE CAJA]
F/2017/3634 ,2017-03-06,3609.83,B15932601,ITINERE 2 SERVICIOS Y OBRAS S L,"FRA. A 6, FEBREIRO, SERVIZO DE VIXILANCIA CENTRO CIVICO DE VISMA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3635 ,2017-03-06,3528.14,B27141159,LIMPERGAL SL,"FRA. 1 49935/2017, FEBREIRO, SERVIZO DE LIMPEZA CC FEANS, SANTA LUCIA, GARCIA SABELL, RAMON CABANILLAS E MALLOS  ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3636 ,2017-03-06,478.36,B27141159,LIMPERGAL SL,"Servicio de limpieza realizado en "" Espacio para Iniciativas Juveniles"" sito en la C/ Matadero, no 68, en A Coruña, en e ",337 - INSTALACIONES DE OCUPACIÓN DEL TIEMPO LIBRE 
F/2017/3637 ,2017-03-06,2702.33,B27141159,LIMPERGAL SL,"FRA. 1 49925/2017, FEBREIRO, SERVIZO DE LIMPEZA CENTRO CIVICO DE LABAÑOU ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3639 ,2017-03-06,471.9,B70342779,BLOGA GRAFICA SL,Fact. Emit- 64 Suministro de hojas de padrón impresas para Interior ,[ANTICIPO DE CAJA]
F/2017/3640 ,2017-03-06,2762.2,B27141159,LIMPERGAL SL,"FRA. 1 49936/2017, SERVIZO DE LIMPEZA E XARDINERÍA NO MUSEO ARQUEOLÓXIGO, FEBREIRO 2017 ",336 - PROTECCIÓN Y GESTIÓN  DEL PATRIMONIO HISTÓRICO-ARTÍSTICO. 
F/2017/3642 ,2017-03-06,6077.87,B27141159,LIMPERGAL SL,"FACT. 1 49933/2017 SERVICIO DE LIMPIEZA EN EL FORUM METROPOLITANO, FEBRERO 2017 ",933 - GESTIÓN DEL PATRIMONIO. 
F/2017/3643 ,2017-03-06,254.1,B70342779,BLOGA GRAFICA SL,"FRA. 65, SUBMINISTRO DE KIT TURNO EASY PARA OMADAP ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3644 ,2017-03-06,2052.17,B15932601,ITINERE 2 SERVICIOS Y OBRAS S L,"FRA. A 8, FEBREIRO, SERVIZO DE ANIMACION E DINAMIZACION SOCIOCULTURAL ESPAZOS DESTINADOS A CIBERAULAS ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3645 ,2017-03-06,2016.71,B27141159,LIMPERGAL SL,"FACT. 1 49929/2017 SERVICIO DE CELADURIA EN EL ARCHIVO DE TRANSFERENCIAS, FEBRERO 2017 ",920 - ADMINISTRACIÓN GENERAL . 
F/2017/3646 ,2017-03-06,5315.05,B70232012,ATLANTIC PONTE 2000 SLU,"XESTION DOS LOCAIS DE ENSAIO ADSCRITOS A CONCELLERIA DE EDUCACION , DEPORTES E XUVENTUDE ",337 - INSTALACIONES DE OCUPACIÓN DEL TIEMPO LIBRE 
F/2017/3647 ,2017-03-06,5014.84,B27141159,LIMPERGAL SL,FRA.Nº 49934/2017 SERIE 1 FEBREIRO 2017 LIMPEZA DO CENTRO MUNICIPAL DE EMPREGO ,241 - FOMENTO DEL EMPLEO. 
F/2017/3648 ,2017-03-06,494.08,B27141159,LIMPERGAL SL,FRA.Nº 1 49927/2017 SERVIZO DE LIMPEZA NO BAIXO DA CASA MUSEO PICASSO FEBREIRO 2017 ,334 - PROMOCIÓN CULTURAL. 
F/2017/3649 ,2017-03-06,181.5,B94145885,ORIONIS SMART WATER NETWORKS S L,FRA. Nº C1 1702006. ASISTENCIA HABILITACIÓN ACCESO TELEGESTION BOMBEOS A CORUÑA ,160 - ALCANTARILLADO 
F/2017/3650 ,2017-03-06,13037.8,A61562898,ASTRA SISTEMAS SA,"FACT. Emit- 247 SERVICIO DE VIGILANCIA EN EL MONTE DE SAN PEDRO, FEBRERO 2017 ",1729 - PROTECCIÓN Y MEJORA DEL MEDIO AMBIENTE. OTROS 
F/2017/3653 ,2017-03-06,398.04,A28011153,ZARDOYA OTIS S A,"FRA. 7B32705 M, FEBREIRO, SERVIZO DE MANTEMENTO DE ASCENSOR CENTRO NOVOBOANDANZA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3654 ,2017-03-06,1215.5,B70262464,AMARTYA SERVICIOS SL,"FRA. 2017 4, FEBREIRO, ESPAZOS DE COMPENSACION SOCIOEDUCATIVA PROGRAMA DE ACCIONS PARA A INCLUSION DE POBOACION XITANA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3655 ,2017-03-06,59582.42,B70262464,AMARTYA SERVICIOS SL,FRA 2017 5 SERVIZO DE ACTIVIDADES FISICAS FEBREIRO. ,341 - PROMOCIÓN Y FOMENTO DEL DEPORTE. 
F/2017/3656 ,2017-03-06,288.09,B15434251,ATI SISTEMAS S L,"FACT. A AF17000163 MANTENIMIENTO CLIMATIZACION Y OTRAS INSTALACIONES EN LAS OFICINAS DEL 010, ENERO 2017 ",[ANTICIPO DE CAJA]
F/2017/3657 ,2017-03-06,1448.85,B15687544,TUAS 58 SL,"FRA. 1166, FEBREIRO, SERVIZO XESTION TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3658 ,2017-03-06,3027.42,A58417346,WOLTERS KLUWER ESPAÑA SA,FACT. 12 10016335 SUSCRIPCION PAGINA WEB BASE DE DATOS EL CONSULTOR PARA ASESORIA JURIDICA ,920 - ADMINISTRACIÓN GENERAL . 
F/2017/3659 ,2017-03-06,288.09,B15434251,ATI SISTEMAS S L,"FACT. A AF17000164 MANTENIMIENTO CLIMATIZACION Y OTRAS INSTALACIONES EN LAS OFICINAS DEL 010, FEBRERO 2017 ",[ANTICIPO DE CAJA]
F/2017/3660 ,2017-03-06,2862.78,*,[Anonimizado]*,"FRA. 1167, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3661 ,2017-03-06,615.26,*,[Anonimizado]*,"FRA. 1168, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3662 ,2017-03-06,121.0,B15864457,ABERTAL NETWORKS SL,FRA.Nº 13 SERIE CF COPIA WEB INICIACORUNA.COM E SEMENTECORUNA.COM ,433 - DESARROLLO EMPRESARIAL. 
F/2017/3663 ,2017-03-06,1200.05,B70492541,VIVA DELICATESSEN SL,FRA 01 80. FEBREIRO. PROGRAMA BOLSAS COMEDOR. CEIP SANJURJO CARRICARTE ,231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3664 ,2017-03-06,542.08,*,[Anonimizado]*,"FRA. 1169, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3665 ,2017-03-06,1851.44,*,[Anonimizado]*,"FRA. 1170, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3666 ,2017-03-06,344.08,*,[Anonimizado]*,"FRA. 1171, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3667 ,2017-03-06,337.26,*,[Anonimizado]*,"FRA. 1172, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3668 ,2017-03-06,355.96,B70509989,TREBOL ESTANA 61 SL,"FRA. 1173, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3669 ,2017-03-06,1731.02,*,[Anonimizado]*,"FRA. 1174, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3671 ,2017-03-06,3005.88,*,[Anonimizado]*,"FRA. 1175, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3672 ,2017-03-06,914.76,A29032794,BRIKENSA ESPAÑA S A,FACTURA 126511779 ( HIDROFUGO ANTIMOHO Y ANTIVERDIN )MATERIAL TRABAJOS EN VIA PUBLICA ,1539 - VÍAS PÚBLICAS. 
F/2017/3673 ,2017-03-06,351.56,*,[Anonimizado]*,"FRA. 1176, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3674 ,2017-03-06,17539.48,B70047816,ESCUELA INFANTIL LOS ROSALES SL,"Fra 2016 558: APORTACION EIM ROSALES MARZO 2017, ",323 - FUNCIONAMIENTO DE CENTROS DE ENSEÑANZA PREESCOLAR Y PRIMARIA 
F/2017/3675 ,2017-03-06,463.82,B94072469,ABAE SISTERS S L,"FRA. 1177, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3677 ,2017-03-06,194.48,*,[Anonimizado]*,"FRA. 1178, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3678 ,2017-03-06,448.24,*,[Anonimizado]*,"FRA. 1179, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3679 ,2017-03-06,318.95,*,[Anonimizado]*,FRA. 79/16. LIBROS DE TEXTO  GUADALUPE GOMEZ DE VILA  ,[ANTICIPO DE CAJA]
F/2017/3680 ,2017-03-06,205.7,*,[Anonimizado]*,"FRA. 1180, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3682 ,2017-03-06,881.48,*,[Anonimizado]*,"FRA. 1181, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3683 ,2017-03-06,16047.4,B15476047,ARCADE CONSULTORES SL,ARRENDAMIENTO DE SISTEMA INTEGRAL DE IMPRESION CON PAGO POR COPIA GRUPO DE APUNTES 20.02.00 S-17/2012 CUOTA 42/48 FEBRER ,926 - COMUNICACIONES INTERNAS. 
F/2017/3684 ,2017-03-06,423.5,B15503782,CARICLES OBRAS Y SERVICIOS SL,FRA. Nº 52. REPARACION POR ACTOS VANDALICOS ASEOS STA CATALINA ,160 - ALCANTARILLADO 
F/2017/3685 ,2017-03-06,3247.74,B15141054,ORTO PARQUES Y JARDINES S L,FACTURA 00101FACT170025 POLO SERVIZO DE CONSERVACIÓN E MANTEMENTO DOS XARDÍNS DURANTE O MES DE FEBREIRO DE 2017 ,3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/3689 ,2017-03-06,680.82,B15590888,PITA VARELA SL,"FRA. 1182, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3691 ,2017-03-06,342.04,A28899599,MICRONET S A,Contrato de Mantenimiento del Software Knosys del Servicio de Atención e Información Telefónica al Ciudadano - teléfono  ,926 - COMUNICACIONES INTERNAS. 
F/2017/3701 ,2017-03-06,1754.5,B15490550,LIMPIEZAS BLANCOMAR SL,Rect. Emit- 89 / LIMPIEZA FEBRERO VIVIENDAS NTRA SEÑORA DEL CARMEN VIVIENDA Y REHABILITACION ,1522 - CONSERVACIÓN Y REHABILITACIÓN DE LA EDIFICACIÓN 
F/2017/3702 ,2017-03-06,1608.66,B15490550,LIMPIEZAS BLANCOMAR SL,"FRA. Emit- 90, SERVIZO DE LIMPEZA NA FUNDACIÓN LUIS SEOANE E NAS CASAS MUSEO (01/02/17 A 15/02/17) ",334 - PROMOCIÓN CULTURAL. 
F/2017/3707 ,2017-03-06,83.83,A62247879,EDEN SPRINGS ESPAÑA SAU,FRA 75/03418208 EQUIPO ADELANTADO / AGUA / 100 VASOS PLASTICO OMR FEB 2017 ,[ANTICIPO DE CAJA]
F/2017/3709 ,2017-03-06,11091.63,B27278845,A BILLARDA SL,"FRA. 01 57, FEBREIRO, SERVIZO DE VIXILANCIA CENTRO CIVICO SAN DIEGO, SANTA LUCIA, SANTA MARGARITA E BENS ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3711 ,2017-03-06,112.15,B15641426,CONSULTORIA DE SERVICIOS INFORMATICOS SEPROIN SL,"FRA. 2017 23, TARXETA RED WIFI, DESPRAZAMENTO E INSTALACIÓN E RECUPERACIÓN DE DATOS A DOMICILIO (INSTITUTO JOSÉ CORNIDE) ",3323 - INSTITUTO JOSE CORNIDE 
F/2017/3712 ,2017-03-06,274.94,*,[Anonimizado]*,"FRA. 1183, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3713 ,2017-03-06,234.44,B15637002,SILVEIRA CARAMES SL,"FRA. 1184, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3714 ,2017-03-06,451.7,*,[Anonimizado]*,"FRA. 1185, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3715 ,2017-03-06,992.68,B15455868,MESON OS CASTROS S L,"FRA. 1186, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3716 ,2017-03-06,15145.16,B15932601,ITINERE 2 SERVICIOS Y OBRAS S L,"FRA. A 7, FEBREIRO, SERVIZO DE VIXILANCIA CENTRO CIVICO ELVIÑA, FEANS, PALAVEA E CASTRO DE ELVIÑA ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3717 ,2017-03-06,576.68,J70496450,ENTRENOS SC,"FRA. 1187, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3719 ,2017-03-06,714.1,B15894140,CASA TUÑAS S L,"FRA. 1188, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3720 ,2017-03-06,1452.72,*,[Anonimizado]*,"FRA. 1189, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3721 ,2017-03-06,1951.88,*,[Anonimizado]*,"FRA. 1190, FEBREIRO, PROGRAMA TALON RESTAURANTE 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3723 ,2017-03-06,81.33,B15598972,FERRETERIA OSCAR SLU,MPL DESATASCADOR ENERGICO 375 GR. / CEYS SUPER BARRA REPARADORA MULTIUSOS / ROLLO TEFLON / FISCHER ESPUMA TEJAS MANUAL 7 ,[ANTICIPO DE CAJA]
F/2017/3724 ,2017-03-06,3717.12,*,[Anonimizado]*,"FAC. 18 ARRENDAMIENTO LOCAL SITUADO EN CALLE PAYO GOMEZ 14 BAJO, FEBRERO 2017 ",334 - PROMOCIÓN CULTURAL. 
F/2017/3725 ,2017-03-06,88.85,J15112915,FERRETERIA LA PALLOZA SCP,"FRA. 201700079, SUBMINISTRO PLACA PROHIBIDO E ESTACIONAMENTO PERROS CONCEJALIA E CINTA CC EIRIS  ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3727 ,2017-03-06,1575.0,B15625296,CENTRO DE FORMACION PRAXIS SL,FRA.Nº 3 SERIE EMIT- DO 14/01/2017 ATA O 28/01/2017 CURSO DE CERTIFICACION PROFESIONAL CAP PARA CONDUCION DE AUTOBUSES ,241 - FOMENTO DEL EMPLEO. 
F/2017/3728 ,2017-03-06,780.45,J70196100,BARBEITO Y LOPEZ SC,FAC. 2017-023 SUMINISTRO DE PLACA EN BANDEROLA VARIAS PRAZAS ,1532 - PAVIMENTACIÓN DE VÍAS PÚBLICAS 
F/2017/3729 ,2017-03-06,78.74,*,[Anonimizado]*,FAC. 2017/0050 SUBMINISTRACION DE PRODUCTOS FARMACEUTICOS PARA A CASA DE ACOLLIDA ,231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3730 ,2017-03-06,338.9,*,[Anonimizado]*,"FAC. 2, PUBLICACIÓNS PERIÓDICAS PARA BIBLIOTECA ÁGORA, FEBREIRO/17 ",[ANTICIPO DE CAJA]
F/2017/3731 ,2017-03-06,432.7,*,[Anonimizado]*,"FAC. 86, PUBLICACIÓNS PERIÓDICAS PARA BIBLIOTECA ROSALES, FEBREIRO 2017 ",[ANTICIPO DE CAJA]
F/2017/3732 ,2017-03-06,320.0,G84934371,COLEXIO SANTO DOMINGO FESD,"FRA 1705037. FEBREIRO. PROGRAMA BOLSAS COMEDOR COLEXIO SANTO DOMINGO, ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3734 ,2017-03-06,684.8,*,[Anonimizado]*,FAC. 2017-87 REPARACION VEHICULO MATRICULA 4643 GYG DE POLICIA LOCAL  ,132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/3735 ,2017-03-06,53638.11,B47037577,SERVICIOS AUXILIARES DE MANTENIMIENTO Y LIMPIEZA SL,"FACTURA A 170300 POLO SERVIZO DE ATENCIÓN AO PÚBLICO DOS MUSEOS CIENTIFICOS, DURANTE O MES DE FEBREIRO ",3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/3736 ,2017-03-06,184.08,*,[Anonimizado]*,FAC. 2017-88 REPARACION VEHICULO MATRICULA 7394 HDL DE POLICIA LOCAL ,132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/3737 ,2017-03-06,1388.79,*,[Anonimizado]*,FAC. 2017-101 REPARACION VEHICULO MATRICULA 7550 GFL DE POLICIA LOCAL ,132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/3738 ,2017-03-06,115.23,*,[Anonimizado]*,FAC. 2017-86 REPARACION VEHICULO MATRICULA 0097 GYS DE POLICIA LOCAL  ,132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/3739 ,2017-03-06,1984.0,*,[Anonimizado]*,FRA 2017/002. FEBREIRO. PROGRAMA BOLSAS COMEDOR. COLEXIO FRANCISCANOS A CORUÑA ,231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3741 ,2017-03-06,1220.08,B47037577,SERVICIOS AUXILIARES DE MANTENIMIENTO Y LIMPIEZA SL,"FRA. A 170302, SERVIZO DE LIMPEZA NO KIOSCO ALFONSO, FEBREIRO 2017 ",333 - EQUIPAMIENTOS CULTURALES Y MUSEOS 
F/2017/3742 ,2017-03-06,44.79,*,[Anonimizado]*,"FAC. 20170304, FONDOS PARA BIBLIOTECA ÁGORA ",[ANTICIPO DE CAJA]
F/2017/3743 ,2017-03-06,773.81,521926756,ASSOCIATION OF SCIENCE TECHNOLOGY CENTER,"FAC. 10214 CUOTA COMO MIEMBRO DE ASSOCIATION OF SCIENCE-TECHNOLOGY CENTERS, AÑO 2017 ",3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/3744 ,2017-03-06,874.3,A28517308,EULEN SA,"FRA.Nº 3077832, SERVIZO DE MONTAXE, DESMONTAXE E ATENCION AO PUBLICO EN CASAS MUSEO DO 18/02/17 AO 28/02/17 ",334 - PROMOCIÓN CULTURAL. 
F/2017/3746 ,2017-03-06,391.72,B15601396,CONSTRUCCIONES FLOVEMA SL,"FRA. 2017 5, REPARACION DE PERSIANAS Y ESTORES DE LA POLICIA LOCAL  ",132 - SEGURIDAD Y ORDEN PÚBLICO. 
F/2017/3748 ,2017-03-06,2402.63,A36226645,FANDICOSTA SA,FACTURA G23 123 POLA SUBMINISTRACION DE COMIDA PARA ALIMENTAR AOS PEIXES DO ACUARIO ,3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/3749 ,2017-03-06,440.0,A15000391,EDITORIAL COMPOSTELA S A,"FRA. S 7302755, SUSCRIPCION ANUAL EL CORREO GALLEGO CENTRO CIVICO OS MALLOS ANO 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3750 ,2017-03-06,440.0,A15000391,EDITORIAL COMPOSTELA S A,"FRA. S 7302756, SUSCRIPCION ANUAL EL CORREO GALLEGO CENTRO CIVICO SAN DIEGO ANO 2017 ",231 - ASISTENCIA SOCIAL PRIMARIA 
F/2017/3751 ,2017-03-06,146.29,A15464142,UTILMACON SA,FRA.Nº2 SERIE EMIT- DO 06/02/17 ATA O 22/02/17 ALUGUEIRO GRUPO ELECTROXENO E FORMIGONEIRA PARA OBRADOIRO EMPREGO LAPAS ,241 - FOMENTO DEL EMPLEO. 
F/2017/3754 ,2017-03-06,1149.98,B15116726,ALMACENES PARDO S L,FACTURA E- 114 POLA CONSTRUCCIÓN DE POTAS MONTACARGAS PARA A SALA CUARENTENA DO ACUARIO. MANTEMENTO EDIFICIO ,3331 - DIVULGACIÓN CIENTÍFICA Y TÉCNICA 
F/2017/3756 ,2017-03-06,244.02,B36603363,SPICA S L,Soporte de plataforma SÉNECA XS ( período febrero 2017 ) ,926 - COMUNICACIONES INTERNAS. 
