#,Alias,Org.,Pro.,Eco.,Descripción,Créditos Iniciales,Modificaciones de Crédito,Créditos Totales consignados,Obligaciones Reconocidas
,,41,441,64100,ADQUISICIÓN DE SOFTWARE,,200000.0,200000.0,
,,41,441,77902,SUBVENCIONES TRANSPORTE PUBLICO DE VIAJEROS,55000.0,,55000.0,55000.0
,,41,441,7790211,REM./11 SUBVENCIONES TRANSPORTE PUBLICO DE VIAJEROS,,,,
,,41,442,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,50000.0,,50000.0,
,,41,442,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",28000.0,15000.0,43000.0,4203.49
,,41,442,22706,Estudios y trabajos técnicos.,,,,19800.0
,,41,442,22799,Otros trabajos realizados por otras empresas y profes.,165000.0,-143850.36,21149.64,1343.1
,,41,442,61900,OTRAS INV.REPOS.EN INFRAESTRUCTURAS Y BIENES,,44947.22,44947.22,40077.48
,,41,442,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,12754.55,12754.55,12754.55
,,41,442,62717,PROYECTO LINEA TRANVIA PASEO MARITIMO,425000.0,-245000.0,180000.0,
,,41,442,6271711,REM./11 PROYECTO LINEA TRANVIA PASEO MARITIMO,,320000.0,320000.0,
,,41,442,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,35000.0,,35000.0,
,,50,132,6240011,REM./11 INV.NUEVA MATERIAL DE TRANSPORTE,,,,
,,50,135,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,,,
,,50,330,22000,Ordinario no inventariable.,450.0,,450.0,168.18
,,50,330,22001,"Prensa, revistas, libros y otras publicaciones.",1350.0,,1350.0,1498.6
,,50,330,22199,Otros suministros.,500.0,,500.0,602.49
,,50,330,22602,Publicidad y propaganda.,900.0,,900.0,
,,50,330,22699,Otros gastos diversos,300.0,,300.0,575.35
,,50,331,20200,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,2032.05,,2032.05,
,,50,331,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,10800.0,-7000.0,3800.0,1965.87
,,50,331,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,7000.0,-6000.0,1000.0,497.42
,,50,331,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,61000.0,362.58,61362.58,47252.09
,,50,331,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",70000.0,94.4,70094.4,67942.79
,,50,331,21400,REPARAC. MANTEN. Y CONSERV.  MATERIAL TRANSPORTE,400.0,,400.0,2439.77
,,50,331,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",5000.0,,5000.0,14758.17
,,50,331,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,2000.0,,2000.0,781.8
,,50,331,22000,Ordinario no inventariable.,2400.0,,2400.0,18381.01
,,50,331,22001,"Prensa, revistas, libros y otras publicaciones.",1200.0,,1200.0,1544.36
,,50,331,22002,Material informático no inventariable.,1100.0,,1100.0,1197.64
,,50,331,22103,Combustibles y carburantes.,18000.0,,18000.0,10906.06
,,50,331,2210311,REM./11 COMBUSTIBLES Y CARBURANTES,,13279.45,13279.45,13279.43
,,50,331,22104,Vestuario.,5000.0,3000.0,8000.0,589.89
,,50,331,22106,Productos farmacéuticos y material sanitario.,12000.0,,12000.0,6163.88
,,50,331,22110,Productos de limpieza y aseo.,3000.0,600.0,3600.0,7451.06
,,50,331,22113,Manutención de animales.,40000.0,13000.0,53000.0,50631.61
,,50,331,22199,Otros suministros.,20000.0,1227.77,21227.77,16552.73
,,50,331,22203,Informáticas.,800.0,,800.0,385.53
,,50,331,22300,TRANSPORTES,4000.0,,4000.0,4883.6
,,50,331,22400,PRIMAS DE SEGUROS,1800.0,,1800.0,520.6
,,50,331,22602,Publicidad y propaganda.,2000.0,,2000.0,8888.0
,,50,331,22603,Publicación en Diarios Oficiales.,300.0,,300.0,
,,50,331,22606,"Reuniones, conferencias y cursos.",10000.0,,10000.0,904.26
,,50,331,22628,EXPOSICIONES,150000.0,-4000.0,146000.0,94264.31
,,50,331,2262810,REM./10 EXPOSICIONES,,1324.57,1324.57,
,,50,331,2262811,REM./11 EXPOSICIONES,,21803.9,21803.9,20355.0
,,50,331,22699,Otros gastos diversos,70000.0,20000.0,90000.0,79594.88
,,50,331,2269910,REM./10 OTROS GASTOS DIVERSOS,,1772.5,1772.5,1674.41
,,50,331,2269911,REM./11 OTROS GASTOS DIVERSOS,,6995.46,6995.46,6504.96
,,50,331,22700,Limpieza y aseo.,318911.28,23330.59,342241.87,343023.95
,,50,331,2270011,REM./11 LIMPIEZA Y ASEO,,,,
,,50,331,22701,Seguridad.,799478.82,7728.74,807207.56,734872.24
,,50,331,22706,Estudios y trabajos técnicos.,5000.0,,5000.0,7129.99
,,50,331,22719,EDICIONES,4000.0,8000.0,12000.0,9158.94
,,50,331,2271911,REM./11 EDICIONES,,5657.63,5657.63,
,,50,331,22799,Otros trabajos realizados por otras empresas y profes.,945438.06,,945438.06,607417.27
,,50,331,24000,GASTOS DE EDICION Y DISTRIBUCION,2000.0,,2000.0,
,,50,331,48106,BECAS DE  ESTUDIO E INVESTIGACIÓN,100.0,,100.0,
,,50,331,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,40000.0,,40000.0,8496.35
,,50,331,6220007,REM./07 EDIFICIOS Y OTRAS CONSTRUCCIONES,,106664.77,106664.77,32016.34
,,50,331,6220010,REM./10 INV.NUEVA EN EDIFICIOS Y OTRAS CONSTRUCCIONES,,75240.89,75240.89,58912.69
,,50,331,6220011,REM./11 INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,,50000.0,50000.0,39639.48
,,50,331,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",41000.0,,41000.0,20715.5
,,50,331,6230009,"REM./09 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,143504.76,143504.76,57536.21
,,50,331,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,120851.0,120851.0,
,,50,331,62500,INV.NUEVA MOBILIARIO Y ENSERES,80000.0,,80000.0,38034.64
,,50,331,6250011,REM./11 INV.NUEVA MOBILIARIO Y ENSERES,,106967.42,106967.42,19172.94
,,50,331,62600,INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,10000.0,,10000.0,8448.08
,,50,331,6260011,REM./11 INV.NUEVA EQUIPOS PARA PROCESOS DE INFORMACION,,,,
,,50,331,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,18000.0,,18000.0,5897.27
,,50,331,6320009,REM./09 EDIFICIOS Y OTRAS CONSTRUCCIONES,,,,
,,50,331,6320010,REM./10 EDIFICIOS Y OTRAS CONSTRUCCIONES,,29629.73,29629.73,29629.73
,,50,331,6320011,REM./11 EDIFICIOS Y OTRAS CONSTRUCCIONES,,44894.49,44894.49,5412.28
,,50,331,63300,"INV. REPOS. MAQUINARIA, INSTALACIONES Y UTILLAJE",93500.0,,93500.0,52241.08
,,50,331,6330009,"REM./09  INV. REPOS. MAQUINARIA,INSTALACIONES Y UTILLAJE",,1691.3,1691.3,
,,50,331,6330011,"REM./11 INV. REPOS. MAQUINARIA, INSTALACIONES Y UTILLAJE",,,,
,,50,331,63500,INV.REPOS. MOBILIARIO Y ENSERES,1000.0,,1000.0,
,,50,331,6350011,REM./11 INV.REPOS.MOBILIARIO Y ENSERES,,,,
,,50,331,64100,ADQUISICIÓN DE SOFTWARE,15000.0,12000.0,27000.0,23468.09
,,50,332,20203,ARREND.LOCALES S.FAMILIA (ESC.ADULTOS),31405.79,-5888.19,25517.6,23088.52
,,50,332,20300,ARRENDAMIENTO MAQUIN. INSTALAC. Y UTILL.,6497.22,,6497.22,6544.24
,,50,332,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,5861.0,3600.0,9461.0,6652.86
,,50,332,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",4000.0,,4000.0,1888.77
,,50,332,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",600.0,3000.0,3600.0,7345.19
,,50,332,2150011,"REM./11 REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",,1609.52,1609.52,1609.52
,,50,332,21600,REPARA. MANTEN. EQUIPOS PROCESOS INFORM.,600.0,,600.0,
,,50,332,22000,Ordinario no inventariable.,12000.0,,12000.0,14003.35
,,50,332,22001,"Prensa, revistas, libros y otras publicaciones.",100000.0,15300.0,115300.0,110418.26
,,50,332,22199,Otros suministros.,12000.0,2000.0,14000.0,16025.77
,,50,332,22609,Actividades culturales y deportivas,80885.26,20033.66,100918.92,68818.85
,,50,332,2260911,REM./11 ACTIVIDADES CULTURALES Y DEPORTIVAS,,27988.38,27988.38,27988.38
,,50,332,22629,CATALOGACION Y RESTAURACION DEL PATRIMONIO,5760.0,,5760.0,5049.22
,,50,332,22699,Otros gastos diversos,7000.0,,7000.0,312.33
,,50,332,22700,Limpieza y aseo.,199389.05,,199389.05,182580.63
,,50,332,22701,Seguridad.,77135.8,,77135.8,77359.75
,,50,332,2270111,REM./11 SEGURIDAD,,181.08,181.08,181.08
,,50,332,22706,Estudios y trabajos técnicos.,,,,5664.9
,,50,332,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,1601.87,1601.87,
,,50,332,22719,EDICIONES,7200.0,,7200.0,
,,50,332,22722,CONTRATOS GESTION BIBLIOTECAS,2538303.55,-323567.23,2214736.32,2166539.74
,,50,332,22799,Otros trabajos realizados por otras empresas y profes.,59681.07,15990.0,75671.07,90987.35
,,50,332,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,13636.42,13636.42,11950.0
,,50,332,48050,CONVENIOS NOMINATIVOS,17000.0,,17000.0,17000.0
,,50,332,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",12000.0,-3272.6,8727.4,8727.4
,,50,332,6230011,"REM./11 INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",,14974.2,14974.2,14974.2
,,50,332,62500,INV.NUEVA MOBILIARIO Y ENSERES,23085.8,21272.6,44358.4,42032.98
,,50,332,62700,PROYECTOS COMPLEJOS,,136369.06,136369.06,136069.05
,,50,332,6270011,REM./11 PROYECTOS COMPLEJOS,,267000.0,267000.0,266998.3
,,50,332,68500,GTOS.EN BIENES PATRIMONIALES MOBILIARIO Y ENSERES,3000.0,,3000.0,1902.6
,,50,332,6850011,REM./11 GTOS.EN BIENES PATRIMONIALES MOBILIARIO Y ENSERES,,,,
,,50,333,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,300.0,9030.73,9330.73,10383.36
,,50,333,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",2700.0,,2700.0,1298.04
,,50,333,22001,"Prensa, revistas, libros y otras publicaciones.",1100.0,-1000.0,100.0,58.0
,,50,333,22628,EXPOSICIONES,400000.0,994.74,400994.74,320967.41
,,50,333,22629,CATALOGACION Y RESTAURACION DEL PATRIMONIO,700.0,,700.0,1573.0
,,50,333,22699,Otros gastos diversos,26879.49,,26879.49,4989.1
,,50,333,22700,Limpieza y aseo.,20000.0,,20000.0,19106.45
,,50,333,22701,Seguridad.,300679.55,-3030.73,297648.82,297648.8
,,50,333,22799,Otros trabajos realizados por otras empresas y profes.,10853.18,-5000.0,5853.18,4795.22
,,50,333,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,377.83,377.83,377.72
,,50,333,48105,PREMIO JULIAN TRINCADO,6750.0,,6750.0,6750.0
,,50,333,48917,FUNDACION LUIS SEOANE,250000.0,,250000.0,250000.0
,,50,334,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,4500.0,,4500.0,4920.35
,,50,334,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",500.0,5888.19,6388.19,4516.42
,,50,334,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",150.0,,150.0,266.2
,,50,334,22602,Publicidad y propaganda.,,,,2140.73
,,50,334,22606,"Reuniones, conferencias y cursos.",,,,
,,50,334,22609,Actividades culturales y deportivas,565000.0,-51558.79,513441.21,382782.09
,,50,334,2260911,REM./11 ACTIVIDADES CULTURALES Y DEPORTIVAS,,58113.95,58113.95,56229.78
,,50,334,22628,EXPOSICIONES,12465.0,30000.0,42465.0,4100.99
,,50,334,22699,Otros gastos diversos,,,,
,,50,334,22700,Limpieza y aseo.,52494.84,,52494.84,40934.01
,,50,334,22701,Seguridad.,125669.13,,125669.13,112183.11
,,50,334,2271911,REM./11 EDICIONES,,1511.92,1511.92,
,,50,334,22799,Otros trabajos realizados por otras empresas y profes.,31198.94,22000.0,53198.94,30725.88
,,50,334,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,31351.42,31351.42,5304.1
,,50,334,48108,PREMIO BLANCO AMOR,360.0,,360.0,360.0
,,50,334,48950,CONVENIOS NOMINATIVOS,128460.0,-5319.21,123140.79,116640.79
,,50,334,4895011,REM./11 CONVENIOS NOMINATIVOS,,36730.0,36730.0,36730.0
,,50,334,62700,PROYECTOS COMPLEJOS,,50000.0,50000.0,47263.69
,,50,334,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,,37000.0,37000.0,
,,50,335,20200,ARRENDAMIENTOS EDIFICIOS Y OTRAS CONSTR.,19207.55,-7786.97,11420.58,11420.58
,,50,335,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,200.0,,200.0,
,,50,335,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",450.0,,450.0,682.36
,,50,335,21302,"REP.,MANT. Y CONS. DE INSTRUMENTOS MUSICALES Y OTROS",5000.0,7786.97,12786.97,10387.03
,,50,335,22104,Vestuario.,7000.0,8000.0,15000.0,16919.4
,,50,335,22199,Otros suministros.,3600.0,,3600.0,1680.47
,,50,335,22602,Publicidad y propaganda.,1500.0,,1500.0,210.63
,,50,335,22699,Otros gastos diversos,6000.0,,6000.0,3750.13
,,50,335,22719,EDICIONES,450.0,,450.0,
,,50,335,22721,CONTRATACION REFUERZOS BANDA MUSICA,2000.0,,2000.0,2188.24
,,50,335,22726,CONTRATO GESTION ESCUELA MUNICIPAL DE MUSICA,304357.76,11401.58,315759.34,304357.76
,,50,335,2272611,REM./11 CONTRATO GESTION ESCUELA MUNICIPAL DE MUSICA,,10000.0,10000.0,
,,50,335,22799,Otros trabajos realizados por otras empresas y profes.,35000.0,,35000.0,34123.3
,,50,335,62500,INV.NUEVA MOBILIARIO Y ENSERES,3204.0,25000.0,28204.0,25934.9
,,50,336,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,1000.0,9356.44,10356.44,10555.38
,,50,336,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",200.0,,200.0,
,,50,336,22000,Ordinario no inventariable.,600.0,,600.0,971.39
,,50,336,22001,"Prensa, revistas, libros y otras publicaciones.",600.0,,600.0,935.51
,,50,336,22110,Productos de limpieza y aseo.,300.0,,300.0,416.0
,,50,336,22199,Otros suministros.,1000.0,,1000.0,176.5
,,50,336,22602,Publicidad y propaganda.,500.0,,500.0,
,,50,336,22609,Actividades culturales y deportivas,,,,423.03
,,50,336,22699,Otros gastos diversos,,,,54.4
,,50,336,2269911,REM./11 OTROS GASTOS DIVERSOS,,5500.0,5500.0,5498.8
,,50,336,22700,Limpieza y aseo.,36590.34,-3059.3,33531.04,33531.04
,,50,336,22701,Seguridad.,116267.32,-6297.14,109970.18,109970.16
,,50,336,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,1600.0,1600.0,1600.0
,,50,336,22752,OTROS TRABAJOS REALIZADOS OTRAS EMPRESAS PROYECTO ARTABRIA,7629.94,,7629.94,7470.47
,,50,336,22799,Otros trabajos realizados por otras empresas y profes.,5900.0,,5900.0,5980.36
,,50,336,62700,PROYECTOS COMPLEJOS,48000.0,,48000.0,
,,50,336,6270009,REM./09 PROYECTOS COMPLEJOS,,199880.42,199880.42,15866.57
,,50,336,6270010,REM./10 PROYECTOS COMPLEJOS,,430599.56,430599.56,
,,50,336,6270011,REM./11 PROYECTOS COMPLEJOS,,165944.49,165944.49,
,,50,336,6320011,REM./11 EDIFICIOS Y OTRAS CONSTRUCCIONES,,20282.33,20282.33,20281.34
,,50,336,63292,RECONOCIMIENTO DE CREDITO,,11608.32,11608.32,11608.32
,,50,339,41001,INSTITUTO MUNICIPAL CORUÑA ESPECTACULOS,4300000.0,920000.0,5220000.0,5220000.0
,,50,945,46701,CONSORCIO PROMOCION MUSICA,3154944.0,,3154944.0,3154944.0
,,51,230,20202,ARREND.LOCALES PARA CENTROS SOCIALES,117122.47,12000.0,129122.47,124336.58
,,51,230,20400,ARRENDAMIENTO MATERIAL DE TRANSPORTE,12036.0,,12036.0,12138.0
,,51,230,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,41500.0,22000.0,63500.0,35241.46
,,51,230,2120010,"REM./10 REP., MANT Y CONSERV.INFRAEST. Y BIENES",,917.56,917.56,430.62
,,51,230,2120011,REM./11 REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,,1733.18,1733.18,261.82
,,51,230,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",4000.0,,4000.0,20126.02
,,51,230,2130010,REM./10 REPARAC. MANTEN. Y CONS. MAQ. INST. Y UTILLAJE,,1876.49,1876.49,
,,51,230,2130011,"REM./11 REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",,2109.48,2109.48,240.04
,,51,230,21500,"REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",800.0,,800.0,2089.38
,,51,230,2150011,"REM./11 REP.,MANT. Y CONSERV. MOBILIARIO Y ENSERES",,800.0,800.0,
,,51,230,22000,Ordinario no inventariable.,9000.0,,9000.0,19700.04
,,51,230,2200011,REM./11 ORDINARIO NO INVENTARIABLE,,7183.75,7183.75,226.1
,,51,230,22001,"Prensa, revistas, libros y otras publicaciones.",26500.0,,26500.0,31841.2
,,51,230,2200111,"REM./11 PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",,935.48,935.48,269.52
,,51,230,22091,RECONOCIMIENTO DE CRÉDITO,,30.64,30.64,30.64
,,51,230,22100,Energía eléctrica.,12700.0,3039.47,15739.47,9923.56
,,51,230,22102,Gas.,25000.0,5759.28,30759.28,17036.91
,,51,230,22103,Combustibles y carburantes.,30000.0,20000.0,50000.0,35641.79
,,51,230,2210311,REM./11 COMBUSTIBLES Y CARBURANTES,,6000.0,6000.0,
,,51,230,22104,Vestuario.,400.0,,400.0,
,,51,230,2210411,REM./11 VESTUARIO,,538.97,538.97,
,,51,230,22110,Productos de limpieza y aseo.,1000.0,,1000.0,720.0
,,51,230,22191,RECONOCIMIENTO DE CREDITO,,4064.06,4064.06,4064.06
,,51,230,22192,RECONOCIMIENTO DE CREDITO,,1030.5,1030.5,
,,51,230,22199,Otros suministros.,2700.0,,2700.0,1589.14
,,51,230,22200,Servicios de Telecomunicaciones.,1500.0,,1500.0,151.16
,,51,230,22602,Publicidad y propaganda.,14000.0,,14000.0,4614.64
,,51,230,2260209,REM./09 PUBLICIDAD Y PROPAGANDA,,212.26,212.26,
,,51,230,22603,Publicación en Diarios Oficiales.,2000.0,-1999.06,0.94,
,,51,230,22606,"Reuniones, conferencias y cursos.",4500.0,-4500.0,,
,,51,230,22699,Otros gastos diversos,40000.0,-32000.0,8000.0,5799.43
,,51,230,22700,Limpieza y aseo.,594799.1,,594799.1,507538.61
,,51,230,2270011,REM./11 LIMPIEZA Y ASEO,,449.16,449.16,449.08
,,51,230,22701,Seguridad.,1064535.4,29046.4,1093581.8,1129014.93
,,51,230,2270111,REM./11 SEGURIDAD,,1274.5,1274.5,1274.49
,,51,230,22706,Estudios y trabajos técnicos.,20000.0,,20000.0,3068.59
,,51,230,2270611,REM./11 ESTUDIOS Y TRABAJOS TECNICOS,,1500.0,1500.0,
,,51,230,22799,Otros trabajos realizados por otras empresas y profes.,131115.02,,131115.02,64307.92
,,51,230,2279910,REM./10 OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS,,3595.88,3595.88,590.0
,,51,230,2279911,REM./11 OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,3435.62,3435.62,
,,51,230,62200,INV.NUEVA EDIFICIOS Y OTRAS CONSTRUCCIONES,28000.0,,28000.0,26826.5
,,51,230,6220006,REM./06 EDIFICIOS Y OTRAS CONSTRUCCIONES,,86358.45,86358.45,
,,51,230,62300,"INV.NUEVA MAQUINARIA, INSTALACIONES Y UTILLAJE",3300.0,,3300.0,3245.51
,,51,230,62392,RECONOCIMIENTO DE CREDITO,,129.0,129.0,129.0
,,51,230,6250011,REM./11 INV.NUEVA MOBILIARIO Y ENSERES,,969.0,969.0,968.99
,,51,230,62700,PROYECTOS COMPLEJOS,,241839.56,241839.56,
,,51,230,6270005,REM./05 PROYECTOS COMPLEJOS,,,,
,,51,230,6270008,REM./08 PROYECTOS COMPLEJOS,,,,
,,51,230,6270010,REM./10 PROYECTOS COMPLEJOS,,708766.41,708766.41,708766.41
,,51,230,6270011,REM./11 PROYECTOS COMPLEJOS,,281071.17,281071.17,62291.17
,,51,230,63200,INV.REPOS.EDIFICIOS Y OTRAS CONSTRUCCIONES,300000.0,,300000.0,69564.82
,,51,230,6320009,REM./09 EDIFICIOS Y OTRAS CONSTRUCCIONES,,2305.87,2305.87,715.57
,,51,230,6320011,REM./11 EDIFICIOS Y OTRAS CONSTRUCCIONES,,319742.23,319742.23,107418.61
,,51,230,63300,"INV. REPOS. MAQUINARIA, INSTALACIONES Y UTILLAJE",1000.0,,1000.0,948.49
,,51,230,63500,INV.REPOS. MOBILIARIO Y ENSERES,1000.0,,1000.0,298.29
,,51,230,6350011,REM./11 INV.REPOS.MOBILIARIO Y ENSERES,,,,
,,51,230,63900,OTRA INVERSION DE REPOS. ASOCIADA AL FUNCIONAM. OPER.SERV.,1000.0,,1000.0,694.5
,,51,231,21200,REPARAC. MANTENI. EDIFICIOS Y O.CONSTRUC,50.0,,50.0,
,,51,231,21300,"REPARAC. MANTEN, Y CONS.  MAQUIN.,INST. Y UTILLAJE.",50.0,,50.0,
,,51,231,22400,PRIMAS DE SEGUROS,600.0,,600.0,575.52
,,51,231,22602,Publicidad y propaganda.,300.0,,300.0,774.18
,,51,231,22606,"Reuniones, conferencias y cursos.",2000.0,,2000.0,771.22
,,51,231,22616,ACTIVIDADES SOCIO-CULTURALES,700000.0,28262.32,728262.32,602820.3
,,51,231,2261609,REM./09 ACTIVIDADES SOCIO-CULTURALES,,2589.98,2589.98,2217.29
,,51,231,2261610,REM./10 ACTIVIDADES SOCIO-CULTURALES,,4168.2,4168.2,
,,51,231,2261611,REM./11 ACTIVIDADES SOCIO-CULTURALES,,44753.3,44753.3,26500.88
,,51,231,22628,EXPOSICIONES,90.0,,90.0,
,,51,231,22691,RECONOCIMIENTO DE CREDITO,,560.92,560.92,560.92
,,51,231,22699,Otros gastos diversos,18000.0,,18000.0,
,,51,231,22700,Limpieza y aseo.,4320.0,,4320.0,
,,51,231,22706,Estudios y trabajos técnicos.,,,,3025.0
,,51,231,22720,PROGRAMAS SOCIALES,35000.0,,35000.0,41747.92
,,51,231,2272011,REM./11 PROGRAMAS SOCIALES,,1818.18,1818.18,1818.18
,,51,231,22723,CONTRATACIÓN DE PRESTACIÓN DE SERVICIOS SOCIALES,732000.0,37265.63,769265.63,564873.63
,,51,231,2272311,REM./11 CONTRATACIÓN DE PRESTACIÓN DE SERVICIOS SOCIALES,,300.0,300.0,300.0
,,51,231,22791,RECONOCIMIENTO CREDITO,,825.0,825.0,825.0
,,51,231,22799,Otros trabajos realizados por otras empresas y profes.,22000.0,-14992.0,7008.0,7008.0
,,51,231,48033,PLAN MUNICIPAL PARA PERSONAS CON DISCAPACIDAD,420667.96,-6100.0,414567.96,397842.5
,,51,231,4803311,REM./11 PLAN MUNICIPAL PARA PERSONAS CON DISCAPACIDAD,,3000.0,3000.0,3000.0
,,51,231,48050,CONVENIOS NOMINATIVOS,386173.81,40000.0,426173.81,426173.81
,,51,231,4805011,REM./11 CONVENIOS NOMINATIVOS,,12000.0,12000.0,6000.0
,,51,231,48900,OTRAS TRANSF.CORRIENTES A FAMILIAS E INST.SIN FINES DE LUCRO,120000.0,,120000.0,105971.0
,,51,231,4890011,REM./11 OTRAS TRANSF.CORR. A FAM. E INST.SIN FIN DE LUCRO,,38900.0,38900.0,32607.41
,,51,231,48913,TURISMO SOCIAL,30000.0,,30000.0,29673.0
,,51,231,78050,CONVENIOS NOMINATIVOS,24000.0,,24000.0,24000.0
,,51,232,22105,Productos alimenticios.,37000.0,,37000.0,24551.52
,,51,232,2210510,REM./10 PRODUCTOS ALIMENTICIOS,,15888.32,15888.32,
,,51,232,2210511,REM./11 PRODUCTOS ALIMENTICIOS,,23822.16,23822.16,
,,51,232,22106,Productos farmacéuticos y material sanitario.,1700.0,,1700.0,385.06
,,51,232,2210611,REM./11PRODUCTOS FARMACEUTICOS Y MATERIAL SANITARIO,,997.8,997.8,309.89
,,51,232,22191,RECONOCIMIENTO DE CREDITO,,665.1,665.1,665.1
,,51,232,22199,Otros suministros.,500.0,,500.0,
,,51,232,2219910,REM./10 OTROS SUMINISTROS,,2227.15,2227.15,233.76
,,51,232,2219911,REM./11 OTROS SUMINISTROS,,5847.38,5847.38,
,,51,232,22602,Publicidad y propaganda.,,1490.0,1490.0,13112.42
,,51,232,2260211,REM./11 PUBLICIDAD Y PROPAGANDA,,1643.94,1643.94,
,,51,232,22616,ACTIVIDADES SOCIO-CULTURALES,60000.0,1396.0,61396.0,11457.9
,,51,232,2261611,REM./11 ACTIVIDADES SOCIO-CULTURALES,,33704.56,33704.56,3557.52
,,51,232,22699,Otros gastos diversos,1500.0,,1500.0,250.1
,,51,232,2269910,REM./10 OTROS GASTOS DIVERSOS,,385.78,385.78,324.69
,,51,232,2269911,REM./11 OTROS GASTOS DIVERSOS,,1076.93,1076.93,1076.93
,,51,232,22720,PROGRAMAS SOCIALES,831000.0,18105.27,849105.27,595269.12
,,51,232,2272010,REM./10 PROGRAMAS SOCIALES,,19172.79,19172.79,15708.89
,,51,232,2272011,REM./11 PROGRAMAS SOCIALES,,87186.87,87186.87,30393.75
,,51,232,22723,CONTRATACIÓN DE PRESTACIÓN DE SERVICIOS SOCIALES,306650.0,,306650.0,284399.75
,,51,232,2277310,REM./10 PLAN DE EMPLEO Y PARTICIP. DE LAS MUJERES URBANA C,,18000.0,18000.0,7000.0
,,51,232,2277311,REM./11 PLAN DE EMPLEO YPARTICIPACION DE LAS MUJERS URBANA C,,,,
,,51,232,48001,EMERGENCIA SOCIAL,450000.0,285769.48,735769.48,733367.07
,,51,232,48050,CONVENIOS NOMINATIVOS,851591.09,170000.0,1021591.09,996781.09
,,51,232,48901,TRANSF CORRIENTES A FAM. E INST. SIN FINES DE LUCRO.URBANA C,,66436.97,66436.97,66436.97
,,51,232,49002,OTRAS AYUDAS CORRIENTES AL EXTERIOR,140000.0,,140000.0,108600.0
,,51,232,4900211,REM./11 OTRAS AYUDAS CORRIENTES AL EXTERIOR,,25750.0,25750.0,13500.0
,,51,232,78003,PROGRAMA ERRADICACION CHABOLISMO,160000.0,-120000.0,40000.0,
